#OTU ID	MTC4T1	MTC4T2	MTT4T12a	MTT4T12b	MTT4T14	MTT4T9a	MTT4T9b	MTT4T17	MTB4T21	MTB4T22	MTB4T23	MTB4T24	MTB4T25
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.000762854338552	5.91136332928e-05	0.010350923504	0.0273381115923	0.000107482578865	0.00194833722789	0.000964167506116	0.000807426153021	1.44601658581e-05	4.35740395555e-05	0.000250073885466	2.09045394207e-05	0.000140498770636
k__Bacteria;p__Bacteroidetes;c__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.430395615288	0.595932982029	0.0793997424268	0.20183166592	0.2411371656839999	0.348612287259	0.0926608145057	0.6406574291330001	0.7786437810439999	0.783988961243	0.692124946007	0.778558213916	0.7389649923899999
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08379349399e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.0	0.0	7.99916808652e-06	3.73301478274e-05	0.0	1.91013453714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.0	0.0	0.0	0.0	0.0	0.0	1.43905597928e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2	6.80252276416e-05	0.0	0.0	1.24433826091e-05	0.0	0.0	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	1.17082308863e-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast	9.71788966308e-06	0.0	7.19925127787e-05	7.46602956548e-05	8.95688157211e-06	7.64053814857e-05	5.75622391711e-05	0.0	7.23008292905e-06	1.93662398025e-05	4.54679791757e-05	2.09045394207e-05	4.68329235453e-05
k__Bacteria;p__Deferribacteres;c__Deferribacteres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli	0.000845456400688	8.44480475611e-05	0.0856310943661999	0.0115599024438999	0.00406642423374	0.00297980987794	0.0036695927471599	0.0038366289687199	5.78406634324e-05	9.68311990123e-05	0.000431945802169	8.36181576829e-05	0.000362955157476
k__Bacteria;p__Firmicutes;c__Clostridia	0.425381184222	0.373859951358	0.62940654172	0.618436115674	0.686258352292	0.578866271481	0.8561375737520001	0.336458271241	0.189782446805	0.15786390375	0.197103689727	0.188527588766	0.1913124926819999
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.00145282450463	0.000971152546953	0.190372201291	0.1314270071179999	0.00655643731079	0.0367573556097	0.0397611167074	0.00828018229407	0.0014677068346	0.0019801980198	0.00453543092277	0.00145286548974	0.00396909027046
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.0	0.0	7.99916808652e-06	0.0	0.0	6.36711512381e-06	0.0	1.62569024098e-05	7.23008292905e-06	4.84155995062e-06	0.0	3.13568091311e-05	1.17082308863e-05
k__Bacteria;p__GN02;c__3BR-5F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
